61 31 1 -0.03 -24.4537 21.1901 61.6973
62 31 1 0.03 -24.6471 22.0598 62.1514
63 32 1 -0.03 -6.95278 -44.9724 69.9253
64 32 1 0.03 -7.31008 -45.6031 70.6141
65 33 1 -0.03 -33.1943 67.1808 68.5368
66 33 1 0.03 -32.2292 66.9644 68.6842
67 34 1 -0.03 -48.9174 -52.6985 -2.19479
68 34 1 0.03 -48.9938 -53.4119 -2.89143
69 35 1 -0.03 -61.3206 66.604 66.2014
70 35 1 0.03 -60.5959 67.0256 65.6563
71 36 1 -0.03 -71.649 -25.7048 -3.48926
72 36 1 0.03 -71.6742 -25.4159 -4.44629
73 37 1 -0.03 -53.0161 52.3063 -25.9993
74 37 1 0.03 -53.7444 52.7256 -25.4573
75 38 1 -0.03 32.1919 -56.5175 -65.713
76 38 1 0.03 32.3129 -55.811 -65.0156
77 39 1 -0.03 -10.4102 70.3176 33.9895
78 39 1 0.03 -10.1046 70.9901 33.3154
79 40 1 -0.03 6.67371 10.0477 19.9787
80 40 1 0.03 6.3085 10.3217 20.8684
81 41 1 -0.03 -71.9532 6.01081 -10.1294
82 41 1 0.03 -72.7811 6.4078 -9.73307
83 42 1 -0.03 9.83293 68.8689 33.4287
84 42 1 0.03 10.0301 68.5054 34.3391
85 43 1 -0.03 -53.4702 -31.3588 60.1135
86 43 1 0.03 -53.3006 -31.4883 61.0905
87 44 1 -0.03 -47.5309 -9.45808 11.7573
88 44 1 0.03 -48.034 -9.90497 11.0176
89 45 1 -0.03 -17.101 11.8727 2.38932
90 45 1 0.03 -16.7365 12.3052 1.56466
91 46 1 -0.03 2.01356 24.2009 49.9768
92 46 1 0.03 1.37933 24.9503 49.7866
93 47 1 -0.03 0.174381 -48.7879 53.5682
94 47 1 0.03 0.162434 -49.2903 52.7037
95 48 1 -0.03 -5.55035 23.4817 -6.93322
96 48 1 0.03 -5.80922 23.5799 -7.89412
97 49 1 -0.03 40.0818 7.78551 -71.766
98 49 1 0.03 40.9945 7.5994 -72.1298
99 50 1 -0.03 7.84327 -11.8589 -60.4713
100 50 1 0.03 7.1522 -11.343 -59.9649
101 51 1 -0.03 54.5257 43.917 45.4921
102 51 1 0.03 55.2374 43.2966 45.1625
103 52 1 -0.03 -29.913 -33.5571 57.2269
104 52 1 0.03 -29.8934 -32.6336 57.61
105 53 1 -0.03 31.324 -31.7398 -24.5371
106 53 1 0.03 31.0932 -31.6791 -25.5082
107 54 1 -0.03 -27.7803 10.7466 -66.1733
108 54 1 0.03 -28.5852 11.163 -66.5961
109 55 1 -0.03 17.4853 -72.6 -0.592029
110 55 1 0.03 18.2034 -73.283 -0.725672
111 56 1 -0.03 69.2391 -62.9429 1.41361
112 56 1 0.03 70.1821 -62.6188 1.4886
113 57 1 -0.03 51.3614 -25.0775 -16.2559
114 57 1 0.03 52.0591 -25.7435 -15.9917
115 58 1 -0.03 0.0744805 34.7909 60.6096
116 58 1 0.03 -0.23961 34.1879 59.8763
117 59 1 -0.03 57.5755 58.9088 -59.9282
118 59 1 0.03 58.0156 58.4644 -60.7084
119 60 1 -0.03 11.4957 44.8048 -38.9894
120 60 1 0.03 11.1313 45.4923 -39.6175
121 61 1 -0.03 -38.1048 25.7202 -4.73179
122 61 1 0.03 -37.2786 25.232 -4.45058
123 62 1 -0.03 -52.9625 25.4405 -49.8729
124 62 1 0.03 -53.4343 26.2243 -49.4692
125 63 1 -0.03 32.5487 -35.5742 20.2268
126 63 1 0.03 32.6832 -35.5338 19.2367
127 64 1 -0.03 45.3628 8.24742 -7.0091
128 64 1 0.03 45.5821 7.92898 -6.08688
129 65 1 -0.03 70.9001 42.7052 -58.7644
130 65 1 0.03 70.874 41.7658 -58.4227
131 66 1 -0.03 70.9773 18.5616 56.4398
132 66 1 0.03 71.7248 17.9572 56.1642
133 67 1 -0.03 37.7417 -7.3186 -63.8755
134 67 1 0.03 38.3291 -8.12718 -63.8406
135 68 1 -0.03 70.3612 -50.0179 -34.4741
136 68 1 0.03 69.9356 -50.9221 -34.4407
137 69 1 -0.03 29.7592 -23.2987 69.6719
138 69 1 0.03 30.1807 -24.027 70.2121
139 70 1 -0.03 -71.4924 15.7516 61.0805
140 70 1 0.03 -72.0954 16.5171 60.8561
141 71 1 -0.03 24.7681 -70.1282 -35.3275
142 71 1 0.03 25.4466 -70.3672 -34.6328
143 72 1 -0.03 20.8559 24.4669 13.2272
144 72 1 0.03 21.5268 24.0367 12.6232
145 73 1 -0.03 -2.40983 11.869 14.2456
146 73 1 0.03 -2.62736 11.0215 13.7614
147 74 1 -0.03 25.3826 -14.3772 27.788
148 74 1 0.03 25.1666 -14.0192 28.6964
149 75 1 -0.03 31.8343 29.4547 -14.6899
150 75 1 0.03 32.1905 28.5873 -15.0374
151 76 1 -0.03 -51.6508 -23.2311 8.05934
152 76 1 0.03 -51.2423 -23.0337 8.95051
153 77 1 -0.03 -35.9691 70.8098 64.4919
154 77 1 0.03 -36.0206 70.6527 63.5057
155 78 1 -0.03 -35.3864 20.6849 -4.18132
156 78 1 0.03 -36.123 20.1139 -4.54376
157 79 1 -0.03 36.4409 57.2804 58.5866
158 79 1 0.03 37.1875 56.7134 58.2387
159 80 1 -0.03 10.6011 3.10242 8.4507
160 80 1 0.03 10.1498 2.21581 8.55206
161 81 1 -0.03 -69.0703 14.6118 -45.2887
162 81 1 0.03 -68.3593 14.5082 -45.9842
163 82 1 -0.03 66.1305 -26.6207 15.6265
164 82 1 0.03 66.9608 -26.5444 15.0745
165 83 1 -0.03 -22.046 -19.6101 -19.3092
166 83 1 0.03 -21.9144 -20.1372 -18.4696
167 84 1 -0.03 0.896259 34.2512 -16.3628
168 84 1 0.03 1.73505 34.7687 -16.1935
169 85 1 -0.03 -71.959 55.3834 18.1361
170 85 1 0.03 -71.8267 54.3929 18.0991
171 86 1 -0.03 65.0916 -59.8971 -1.24108
172 86 1 0.03 64.6169 -60.1866 -2.07226
173 87 1 -0.03 -22.7324 -36.3803 41.4608
174 87 1 0.03 -22.6839 -37.325 41.1363
175 88 1 -0.03 52.7046 -8.00617 -7.32878
176 88 1 0.03 52.143 -7.66406 -8.08213
177 89 1 -0.03 -21.9925 63.3961 26.9181
178 89 1 0.03 -21.793 63.8501 26.0497
179 90 1 -0.03 -55.6344 20.6648 -68.2608
180 90 1 0.03 -55.6875 21.3984 -67.5833
181 91 1 -0.03 -42.7426 47.8424 65.4097
182 91 1 0.03 -41.9924 47.8863 66.0695
183 92 1 -0.03 18.7491 9.94968 66.424
184 92 1 0.03 18.1498 9.38958 65.8521
185 93 1 -0.03 -16.9064 -32.5144 64.0897
186 93 1 0.03 -16.5953 -33.4343 63.8507
187 94 1 -0.03 -45.5577 -26.0997 -62.5537
188 94 1 0.03 -45.2785 -27.0307 -62.7889
189 95 1 -0.03 -12.3972 9.13224 -55.9938
190 95 1 0.03 -11.4273 9.37329 -55.9593
191 96 1 -0.03 22.9092 -27.5122 37.7831
192 96 1 0.03 22.6598 -28.3687 38.235
193 97 1 -0.03 -11.3483 7.85386 -9.4073
194 97 1 0.03 -10.6054 8.49067 -9.20098
195 98 1 -0.03 32.5276 22.0556 17.8283
196 98 1 0.03 33.2625 22.7243 17.9414
197 99 1 -0.03 47.591 52.4838 25.3111
198 99 1 0.03 47.5177 52.6124 24.3221
199 100 1 -0.03 -62.2613 59.7091 -37.2169
200 100 1 0.03 -62.0261 59.1942 -36.3926
201 101 1 -0.03 -55.7398 70.2814 60.9429
202 101 1 0.03 -55.5844 69.5253 61.5786
203 102 1 -0.03 -10.0496 -33.9099 64.351
204 102 1 0.03 -10.6886 -33.2556 63.9466
205 103 1 -0.03 -29.0505 -67.6411 23.3788
206 103 1 0.03 -29.8804 -68.0816 23.0366
207 104 1 -0.03 -65.1212 58.7136 -36.8687
208 104 1 0.03 -64.987 58.1558 -37.6878
209 105 1 -0.03 -7.4171 4.48259 12.8242
210 105 1 0.03 -7.86085 5.37815 12.7918
211 106 1 -0.03 23.1454 60.5551 -68.442
212 106 1 0.03 22.5336 59.9504 -68.952
213 107 1 -0.03 -33.6432 -11.8548 -35.0917
214 107 1 0.03 -33.3803 -11.6929 -34.1406
215 108 1 -0.03 -5.73277 45.4869 -5.69637
216 108 1 0.03 -5.74358 45.0029 -4.82139
217 109 1 -0.03 66.1899 -60.2621 7.24852
218 109 1 0.03 66.7911 -59.6014 6.79899
219 110 1 -0.03 -31.0749 45.8863 -32.8797
220 110 1 0.03 -31.4564 46.5821 -32.2712
221 111 1 -0.03 -61.9109 23.5768 -56.3403
222 111 1 0.03 -61.5741 24.3723 -56.8441
223 112 1 -0.03 27.925 -53.8388 30.84
224 112 1 0.03 27.7693 -54.7547 30.4699
225 113 1 -0.03 34.2415 69.8525 -55.0699
226 113 1 0.03 34.2047 69.7993 -54.072
227 114 1 -0.03 65.5477 40.2671 -28.7281
228 114 1 0.03 64.6134 40.6148 -28.6499
229 115 1 -0.03 68.892 -35.4746 -31.8963
230 115 1 0.03 68.6602 -34.6075 -31.4555
231 116 1 -0.03 -1.763 -54.6808 55.9682
232 116 1 0.03 -1.16132 -54.9038 55.2012
233 117 1 -0.03 62.0514 -18.6979 -10.3612
234 117 1 0.03 62.2421 -19.2234 -9.53211
235 118 1 -0.03 -1.73888 -66.7698 50.7776
236 118 1 0.03 -2.62829 -66.3517 50.5926
237 119 1 -0.03 -58.4863 -24.1948 -31.6769
238 119 1 0.03 -58.3063 -25.178 -31.6444
239 120 1 -0.03 -46.7855 71.8629 60.0838
240 120 1 0.03 -46.3934 72.3439 59.2997
241 121 1 -0.03 -15.2701 34.75 -43.2086
242 121 1 0.03 -15.3857 33.7725 -43.0323
243 122 1 -0.03 -22.2564 65.4678 -40.4094
244 122 1 0.03 -22.7071 65.3189 -41.2897
245 123 1 -0.03 -64.9689 -52.7178 26.3758
246 123 1 0.03 -65.3322 -52.0869 25.6902
247 124 1 -0.03 -19.3546 -7.39853 57.0051
248 124 1 0.03 -18.9791 -7.47242 56.0812
249 125 1 -0.03 46.1699 -45.9465 33.0176
250 125 1 0.03 45.6839 -46.8049 33.1819
251 126 1 -0.03 -35.6855 33.4507 -35.1162
252 126 1 0.03 -36.0513 32.6922 -34.5769
253 127 1 -0.03 -55.4834 15.2152 7.96722
254 127 1 0.03 -54.7655 14.9241 7.33484
255 128 1 -0.03 -58.1162 -25.5932 -51.1818
256 128 1 0.03 -57.2254 -25.7074 -50.742
257 129 1 -0.03 -58.693 46.6288 44.6429
258 129 1 0.03 -58.5461 46.9183 45.5888
259 130 1 -0.03 25.8284 -26.1052 68.1945
260 130 1 0.03 26.1202 -26.0405 69.1488
261 131 1 -0.03 -6.56849 6.58966 2.94454
262 131 1 0.03 -6.09189 5.84265 3.40805
263 132 1 -0.03 -54.1723 34.8112 15.3532
264 132 1 0.03 -55.1325 34.6054 15.1644
265 133 1 -0.03 46.155 -40.8009 -37.8001
266 133 1 0.03 45.684 -41.6628 -37.9879
267 134 1 -0.03 -57.0308 71.6521 -2.5748
268 134 1 0.03 -57.1438 71.1718 -1.70498
269 135 1 -0.03 -44.1982 71.3811 34.7248
270 135 1 0.03 -44.597 70.9742 35.5466
271 136 1 -0.03 -31.5592 35.8634 2.39922
272 136 1 0.03 -32.3477 35.2808 2.20199
273 137 1 -0.03 -35.2839 -21.6951 -17.7693
274 137 1 0.03 -35.4297 -22.6423 -17.4837
275 138 1 -0.03 36.928 -57.3935 25.5042
276 138 1 0.03 37.3193 -56.5269 25.1945
277 139 1 -0.03 -29.9299 -29.5287 56.5922
278 139 1 0.03 -29.8812 -28.5566 56.8216
279 140 1 -0.03 -63.9437 43.3768 8.2391
280 140 1 0.03 -64.7524 42.9766 7.80802
281 141 1 -0.03 -8.35774 -27.6486 11.996
282 141 1 0.03 -8.38304 -27.9842 12.9376
283 142 1 -0.03 -50.2059 -36.6857 2.90813
284 142 1 0.03 -49.2214 -36.6962 3.08311
285 143 1 -0.03 -36.888 -55.9328 42.6548
286 143 1 0.03 -37.0395 -55.3588 43.4595
287 144 1 -0.03 -23.3169 2.94095 -7.34436
288 144 1 0.03 -23.3897 2.42822 -6.4889
289 145 1 -0.03 -44.0732 33.2492 56.2439
290 145 1 0.03 -44.4884 34.1589 56.2338
291 146 1 -0.03 -26.6172 -1.74366 -21.3844
292 146 1 0.03 -25.9789 -2.41605 -21.0097
293 147 1 -0.03 12.8715 12.9015 -15.3952
294 147 1 0.03 12.6334 11.9681 -15.6637
295 148 1 -0.03 -34.5708 -53.7386 -72.5233
296 148 1 0.03 -34.0195 -52.9147 -72.6544
297 149 1 -0.03 12.9345 4.70646 -53.8738
298 149 1 0.03 13.1802 3.76967 -53.6247
299 150 1 -0.03 44.2781 -48.4778 14.2069
300 150 1 0.03 43.934 -49.264 14.7202
301 151 1 -0.03 29.8545 -44.1527 -29.4728
302 151 1 0.03 29.7575 -44.4865 -30.4104
303 152 1 -0.03 -64.3006 18.1394 -49.7528
304 152 1 0.03 -64.7626 18.962 -50.0843
305 153 1 -0.03 -63.9259 -45.7165 38.0989
306 153 1 0.03 -63.0748 -45.5908 37.5892
307 154 1 -0.03 -11.0473 29.3911 67.5311
308 154 1 0.03 -11.2658 28.7157 66.8267
309 155 1 -0.03 -49.1362 70.1677 -40.909
310 155 1 0.03 -48.6693 70.5328 -40.1036
311 156 1 -0.03 -30.7017 -3.11561 22.7197
312 156 1 0.03 -31.3879 -2.55901 22.2513
313 157 1 -0.03 -9.08806 53.7067 34.0812
314 157 1 0.03 -9.13143 53.2094 34.9477
315 158 1 -0.03 -49.1929 -4.14437 13.0645
316 158 1 0.03 -50.0983 -4.53774 13.224
317 159 1 -0.03 71.3574 43.4306 23.2046
318 159 1 0.03 70.5725 43.8811 22.7792
319 160 1 -0.03 -16.33 -18.6858 60.5481
320 160 1 0.03 -15.857 -17.8266 60.3527
321 161 1 -0.03 -13.3441 -11.5012 68.9246
322 161 1 0.03 -14.0151 -11.1597 69.5827
323 162 1 -0.03 -19.3305 -3.29132 -63.1917
324 162 1 0.03 -20.2237 -3.5425 -62.8187
325 163 1 -0.03 66.6302 56.7084 57.2245
326 163 1 0.03 66.9503 57.6369 57.413
327 164 1 -0.03 -15.191 2.95577 -43.2816
328 164 1 0.03 -15.9271 3.61046 -43.1098
329 165 1 -0.03 -15.9317 34.4406 40.5712
330 165 1 0.03 -16.8726 34.4632 40.9092
331 166 1 -0.03 47.542 19.8599 -5.04846
332 166 1 0.03 48.2085 20.2844 -5.66141
333 167 1 -0.03 -53.1885 26.1407 -52.807
334 167 1 0.03 -52.3351 25.9659 -53.2981
335 168 1 -0.03 -1.62606 63.6641 -8.57069
336 168 1 0.03 -1.75706 64.3717 -7.8763
337 169 1 -0.03 39.5146 51.577 -10.3037
338 169 1 0.03 39.9931 52.3846 -10.6487
339 170 1 -0.03 -14.5384 -47.3478 10.1657
340 170 1 0.03 -13.7199 -47.531 10.7103
341 171 1 -0.03 31.8054 16.7033 2.73566
342 171 1 0.03 31.712 16.2134 3.60241
343 172 1 -0.03 0.204912 4.91848 49.0808
344 172 1 0.03 0.889875 5.35519 49.664
345 173 1 -0.03 51.8383 57.3565 21.5719
346 173 1 0.03 51.8396 56.8194 20.7284
347 174 1 -0.03 40.39 -62.3471 65.4477
348 174 1 0.03 39.995 -62.2953 64.5305
349 175 1 -0.03 47.987 33.9301 -46.7201
350 175 1 0.03 48.6693 33.2402 -46.4781
351 176 1 -0.03 -17.1233 -44.7313 22.4375
352 176 1 0.03 -17.1403 -45.6338 22.007
353 177 1 -0.03 -68.0604 -45.8658 29.0603
354 177 1 0.03 -67.6112 -45.0062 28.8164
355 178 1 -0.03 4.11972 -5.74267 61.1335
356 178 1 0.03 3.39497 -5.76767 61.8221
357 179 1 -0.03 51.6081 -53.3576 -39.7391
358 179 1 0.03 51.7461 -52.4951 -39.2522
359 180 1 -0.03 38.2306 61.375 64.3005
360 180 1 0.03 38.5439 62.1363 63.7328
361 181 1 -0.03 55.6795 29.1079 -59.0406
362 181 1 0.03 56.5651 29.5033 -58.797
363 182 1 -0.03 -26.7446 29.2636 -57.5702
364 182 1 0.03 -27.0812 29.5639 -58.4627
365 183 1 -0.03 -0.578164 17.2878 -19.7995
366 183 1 0.03 -1.13851 16.472 -19.9424
367 184 1 -0.03 43.5058 -59.3291 51.8805
368 184 1 0.03 43.6669 -60.3156 51.85
369 185 1 -0.03 69.1017 -1.57981 -37.3833
370 185 1 0.03 69.3268 -2.50031 -37.0639
371 186 1 -0.03 -56.3445 -15.5447 30.9172
372 186 1 0.03 -57.3012 -15.3945 30.6679
373 187 1 -0.03 -11.092 24.3427 30.1036
374 187 1 0.03 -11.3148 25.3064 30.2508
375 188 1 -0.03 -17.8967 -14.8731 42.1919
376 188 1 0.03 -18.4081 -15.4271 42.8488
377 189 1 -0.03 -2.12354 36.7198 -63.8839
378 189 1 0.03 -1.96912 35.7357 -63.7953
379 190 1 -0.03 -37.4318 27.1896 -47.8694
380 190 1 0.03 -36.7107 26.5287 -47.6616
381 191 1 -0.03 -5.21519 -8.8558 27.1034
382 191 1 0.03 -6.0319 -9.43216 27.0754
383 192 1 -0.03 -8.01226 72.2977 -10.9803
384 192 1 0.03 -7.20553 71.7148 -10.883
385 193 1 -0.03 -56.76 48.3766 2.9049
386 193 1 0.03 -56.3689 48.0093 2.06102
387 194 1 -0.03 -69.9694 -59.2456 52.0926
388 194 1 0.03 -70.3755 -59.8485 51.4058
389 195 1 -0.03 -20.2928 62.4988 34.8672
390 195 1 0.03 -20.9264 62.0274 34.2538
391 196 1 -0.03 65.9752 9.32479 -65.4368
392 196 1 0.03 65.4214 9.02436 -64.6602
393 197 1 -0.03 -48.08 54.2339 -66.9684
394 197 1 0.03 -47.5802 53.4545 -67.3461
395 198 1 -0.03 -70.4898 49.8814 1.60689
396 198 1 0.03 -71.1187 50.6465 1.46847
397 199 1 -0.03 -18.8846 -41.1439 62.6644
398 199 1 0.03 -18.9028 -40.5652 63.4797
399 200 1 -0.03 -2.67329 48.2132 -71.9573
400 200 1 0.03 -2.94451 47.3057 -71.6366
401 201 1 -0.03 -30.2934 -45.3331 64.6593
402 201 1 0.03 -31.2251 -45.6748 64.5362
403 202 1 -0.03 -41.6082 63.9067 35.0434
404 202 1 0.03 -42.1903 64.2834 35.764
405 203 1 -0.03 -19.4816 71.9495 -60.5941
406 203 1 0.03 -20.0149 71.6753 -61.3943
407 204 1 -0.03 57.5176 -29.2286 10.8584
408 204 1 0.03 57.2658 -29.607 11.7492
409 205 1 -0.03 -45.9302 -18.1844 -51.7797
410 205 1 0.03 -45.9734 -19.1184 -51.4251
411 206 1 -0.03 16.2244 -2.63635 -29.1552
412 206 1 0.03 15.7949 -3.52257 -28.9816
413 207 1 -0.03 -39.4391 49.2708 -30.687
414 207 1 0.03 -39.2516 48.3875 -31.1167
415 208 1 -0.03 46.2922 48.1956 -57.6448
416 208 1 0.03 45.6004 47.4795 -57.5525
417 209 1 -0.03 60.4203 -13.1165 54.1431
418 209 1 0.03 59.9617 -13.5387 54.925
419 210 1 -0.03 11.9456 52.3784 25.1008
420 210 1 0.03 12.0599 52.4734 24.1119
421 211 1 -0.03 -64.0875 -47.6278 -24.6406
422 211 1 0.03 -64.4064 -47.1968 -23.7965
423 212 1 -0.03 13.3328 2.9663 31.6469
424 212 1 0.03 12.6026 3.63441 31.7895
425 213 1 -0.03 51.1442 -47.37 -53.6759
426 213 1 0.03 50.216 -47.5929 -53.974
427 214 1 -0.03 -43.4266 27.6916 -33.9772
428 214 1 0.03 -43.4732 28.5738 -33.5086
429 215 1 -0.03 -58.2563 6.619 62.4668
430 215 1 0.03 -57.7912 7.46819 62.2168
431 216 1 -0.03 65.6323 -31.7437 -19.3195
432 216 1 0.03 65.5008 -30.7731 -19.1178
433 217 1 -0.03 -57.8811 12.84 5.43081
434 217 1 0.03 -58.4494 13.0131 6.23524
435 218 1 -0.03 -69.5325 7.51217 -38.3677
436 218 1 0.03 -69.4771 8.42886 -37.972
437 219 1 -0.03 -46.0803 16.8342 -26.1842
438 219 1 0.03 -45.1713 17.0906 -26.5129
439 220 1 -0.03 -60.4338 -34.9873 -31.9947
440 220 1 0.03 -61.2285 -35.5894 -32.0714
441 221 1 -0.03 -67.8026 -27.7062 53.3171
442 221 1 0.03 -67.8401 -26.8007 52.8944
443 222 1 -0.03 -30.2096 0.60765 -3.92082
444 222 1 0.03 -30.0684 -0.28137 -4.35639
445 223 1 -0.03 23.3474 56.1524 -44.4282
446 223 1 0.03 24.3302 55.9766 -44.4844
447 224 1 -0.03 58.451 -61.3166 20.8749
448 224 1 0.03 58.5677 -60.9105 21.7812
449 225 1 -0.03 71.4895 -67.7296 -61.4835
450 225 1 0.03 72.0215 -67.6571 -62.3272
451 226 1 -0.03 -15.6144 -64.3521 -39.9077
452 226 1 0.03 -16.4814 -64.2488 -39.4203
453 227 1 -0.03 69.8402 -24.7281 -16.3349
454 227 1 0.03 69.7758 -25.5557 -16.8925
455 228 1 -0.03 -12.7103 11.2711 -70.7774
456 228 1 0.03 -11.9096 11.7208 -71.1732
457 229 1 -0.03 -69.2126 64.1371 -40.0377
458 229 1 0.03 -69.1409 63.2213 -39.6427
459 230 1 -0.03 64.8989 -22.414 -3.70877
460 230 1 0.03 65.2826 -21.9551 -4.51017
461 231 1 -0.03 35.2858 -67.3946 -24.7326
462 231 1 0.03 35.3546 -66.4364 -25.0105
463 232 1 -0.03 -68.0607 -38.7855 61.4148
464 232 1 0.03 -67.7249 -38.3051 60.6045
465 233 1 -0.03 -36.7548 -70.485 52.9239
466 233 1 0.03 -35.7892 -70.3223 52.721
467 234 1 -0.03 26.8781 -42.3515 -19.0738
468 234 1 0.03 26.6411 -41.4052 -19.2937
469 235 1 -0.03 36.9545 51.4686 41.6029
470 235 1 0.03 36.3317 51.7802 42.3206
471 236 1 -0.03 66.6599 42.1145 -20.85
472 236 1 0.03 66.3268 42.7908 -21.5069
473 237 1 -0.03 43.9707 1.07047 42.2461
474 237 1 0.03 43.0326 1.38399 42.0988
475 238 1 -0.03 29.7833 71.9408 -13.629
476 238 1 0.03 29.2647 71.4734 -12.9131
477 239 1 -0.03 -11.7185 -22.4433 29.919
478 239 1 0.03 -12.7138 -22.3504 29.9455
479 240 1 -0.03 33.676 53.0904 48.1588
480 240 1 0.03 33.0718 52.8303 48.912
481 241 1 -0.03 -67.6471 4.49721 -10.2015
482 241 1 0.03 -67.894 5.34651 -10.6681
483 242 1 -0.03 57.0108 -60.27 59.0258
484 242 1 0.03 57.5943 -59.7059 59.61
485 243 1 -0.03 34.0532 -60.5758 -72.0883
486 243 1 0.03 33.8183 -60.0421 -72.9007
487 244 1 -0.03 -7.74574 -5.6801 -4.64296
488 244 1 0.03 -8.27428 -4.8416 -4.77553
489 245 1 -0.03 71.7907 20.0645 -36.5079
490 245 1 0.03 71.6832 19.2589 -37.0904
491 246 1 -0.03 30.522 -24.2266 -51.6714
492 246 1 0.03 30.5398 -25.017 -51.0591
493 247 1 -0.03 -30.4898 -37.9076 -19.8854
494 247 1 0.03 -30.6848 -37.5081 -18.9897
495 248 1 -0.03 16.7091 57.654 -63.4492
496 248 1 0.03 17.6087 57.3876 -63.7953
497 249 1 -0.03 -69.7147 -52.0161 -12.7852
498 249 1 0.03 -70.6086 -51.6126 -12.5902
499 250 1 -0.03 55.2344 61.1738 67.425
500 250 1 0.03 55.6092 61.2893 68.3449
501 251 1 -0.03 46.0508 56.0905 39.0559
502 251 1 0.03 45.8511 56.5894 39.8992
503 252 1 -0.03 41.1045 -63.5316 3.85794
504 252 1 0.03 41.4394 -64.4025 4.21763
505 253 1 -0.03 4.11655 -0.746628 17.3681
506 253 1 0.03 3.97275 -1.62548 17.823
507 254 1 -0.03 -19.0995 -23.5731 -48.9527
508 254 1 0.03 -18.8378 -23.0134 -49.739
509 255 1 -0.03 56.9534 2.45857 45.635
510 255 1 0.03 56.4289 3.29726 45.7816
511 256 1 -0.03 -47.7632 51.3665 17.9071
512 256 1 0.03 -47.6509 51.4745 16.9193
513 257 1 -0.03 65.3815 -3.10855 -15.349
514 257 1 0.03 66.2533 -3.10471 -14.8592
515 258 1 -0.03 -17.0811 60.437 48.4873
516 258 1 0.03 -16.2364 60.8782 48.7903
517 259 1 -0.03 -53.3773 10.9861 -29.4898
518 259 1 0.03 -53.6423 10.022 -29.5048
519 260 1 -0.03 -22.2953 11.1961 -71.2395
